review_text,rating_svg,date,location,supplier_response,company,rating
"what made my experience great this time. I have been using this market for a long time, the spare parts are great, I am satisfied. This time I ordered the spare parts in advance, but the next day I realized that I did not need them. Then I submitted a request for a return of the goods, I was accompanied by Gloria, a company employee, a very nice and pleasant girl.I got my money back and a €15 coupon.Wow, incredible. I am very grateful to the company, and incredibly grateful to Gloria. THANK YOU!!!!",stars-5.svg,2025-06-15 00:52:22+00:00,DE,"Good Afternoon, Nazar! Thank you for your kind words and appreciation of the quality of our work. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Greetings and many thanks to you from Gloria! Best regards, AUTODOC Team",autodoc-de,5
"Great, fast service",stars-5.svg,2025-06-13 19:44:54+00:00,DE,"Hello! Thank you very much for your kind words. We will continue to delight you with high-quality service. Best regards, AUTODOC Team",autodoc-de,5
Gut Service,stars-5.svg,2025-06-11 11:28:51+00:00,UA,"Hello! Thank you for your rating! With every feedback we get better. Best regards, AUTODOC Team",autodoc-de,5
Very well for everything,stars-5.svg,2025-06-10 14:49:12+00:00,DE,"Hello! Thank you so much for your review! We will try to continue to provide you with the best experience in the future. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-06-09 18:51:13+00:00,DE,"Hello Pawel! Thank you for your feedback. We are very happy to know that we were able to please you! Best regards, AUTODOC Team",autodoc-de,5
As always fantastic service and super products …,stars-5.svg,2025-06-09 16:19:12+00:00,DE,"Hello Brummiebutler! Thank you very much for your time and appreciation. Best regards, AUTODOC Team",autodoc-de,5
Everything that i bay to Autodoc its perfect.Thank you,stars-5.svg,2025-06-08 12:48:11+00:00,DE,"Hello! Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
Past perfect injektor,stars-5.svg,2025-06-06 14:49:00+00:00,DE,"Hello! Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
"The item is very good , price is good and material as well good. I will try my best for buying in the future.",stars-5.svg,2025-06-06 13:58:46+00:00,DE,"Hello Ahmad! Thank you for your kind words and appreciation of the quality of our work. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-06-05 15:19:50+00:00,DE,"Hello! Thank you very much for your time and appreciation. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-05-30 19:21:17+00:00,DE,"Hello Mihail ! We want to thank you for your time and positive feedback! Best regards, AUTODOC Team",autodoc-de,5
Items bought were original.delivery is fast.,stars-5.svg,2025-05-29 16:11:20+00:00,LV,"Hello Andrejs! Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-4.svg,2025-05-28 23:39:51+00:00,DE,"Hi there! Thank you very much for your time and appreciation. Best regards, AUTODOC Team",autodoc-de,4
Alles top !!!!,stars-5.svg,2025-05-27 22:02:05+00:00,DE,"Hello Plamen Minev! We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-05-27 11:37:29+00:00,CH,"Guten Tag, Michal! Vielen Dank für deine ausgezeichnete Bewertung! Dein Feedback ist unsere Motivation zur Weiterentwicklung, um unseren Kunden den bestmöglichen Service anbieten zu können. Wir freuen uns sehr, dich in unserem Online-Shop wieder begrüßen zu dürfen. Mit freundlichen Grüßen AUTODOC Team",autodoc-de,5
"11 euros shipping for a 96 cent lightbulb. Completely out of proportion. My husband didn't pay attention. No way of stopping the order within seconds of noticing. Only order bigger products from Autodoc where the shipping is in proportion to the cost of the product.After posting this review, Autodoc contacted me and offered to reimburse 10 euros of the shipping, which I accepted, and added a star to the review.",stars-3.svg,2025-05-29 15:59:26+00:00,BE,"Hi. Thank you for your review! We will take your comments into account and try to improve our service next time. Thank you for choosing us! Best regards, AUTODOC Team",autodoc-de,3
Best quality und Services,stars-5.svg,2025-05-17 18:01:28+00:00,DE,"Hello Tahir! Thank you very much for your kind words. We will continue to delight you with high-quality service. Best regards, AUTODOC Team",autodoc-de,5
"Order never delivered, shocking customer experience due to their delivery provider",stars-1.svg,2025-05-17 16:09:11+00:00,GB,"Hello Drew, We thank you for sharing your opinion with us and we regret that we did not meet your expectations. Your complaint has been forwarded to the relevant department and we will try to contact you as soon as possible. Kind regards, The AUTODOC Team",autodoc-de,1
Reply from AUTODOC - Deutschland,stars-5.svg,2025-05-17 12:21:19+00:00,DE,"Hi Illkov, We thank you for taking the time to write a review. Kind regards, AUTODOC Team",autodoc-de,5
It is cery good app abd they help if we have aby provmblem with our parcel,stars-5.svg,2025-05-17 11:46:04+00:00,DE,"Hi Arif, We thank you for your positive review. We hope to see you very soon! Kind regards, AUTODOC Team",autodoc-de,5
Thanks 4 all,stars-5.svg,2025-05-10 20:15:17+00:00,DE,"Hello Nikolaos! We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team",autodoc-de,5
"Perfect, Perfect",stars-5.svg,2025-05-10 15:01:26+00:00,DE,"Hello Anatoli! Thank you for your positive feedback! Best regards, AUTODOC Team",autodoc-de,5
"Smooth transaction, great price, excellent app!",stars-5.svg,2025-05-04 10:48:53+00:00,GE,"Hello! We want to thank you for your time and positive feedback! Best regards, AUTODOC Team",autodoc-de,5
AUTODOC fake company took money from me not delivered the item to me not refund my money..Mostly item fake and wrong item sent,stars-1.svg,2025-04-28 23:19:28+00:00,GB,"Dear Shaz Khan! Our quality control manager has already contacted you. Please check your inbox. We look forward to hearing from you. Best regards, AUTODOC Team",autodoc-de,1
Fur mich war das beseter.,stars-5.svg,2025-04-25 13:04:01+00:00,XK,"Hello! Thank you for your positive feedback! Best regards, AUTODOC Team",autodoc-de,5
Great company. Parts came in fast. The have everything you need with great prices.,stars-5.svg,2025-04-21 14:28:44+00:00,DE,"Hello! Thank you for taking the time to leave a review of our company. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team",autodoc-de,5
Great and very professional,stars-5.svg,2025-04-20 12:50:06+00:00,IT,"Hello Alex! We are very pleased to read sincere reviews. Thank you for choosing our company. We are glad that you were satisfied with everything. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-04-17 12:07:14+00:00,CH,"Hello Martin! Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
"Autodoc truly value the customer I had an exceptional experience with Autodoc! Despite encountering a unique situation with my purchase, the team went above and beyond to assist me. A special shout-out to Anna from the corporate staff—her professionalism and dedication turned what could have been a challenging situation into a seamless and positive resolution. Her communication was prompt and clear, and her efforts truly reflected the high standards of customer service at Autodoc. I highly recommend Autodoc for their outstanding support and customer care!",stars-5.svg,2025-04-14 22:32:10+00:00,NL,"Good afternoon, Hadi Cheema! Thank you very much for your feedback. We will convey your gratitude to the employee. Anna is a really good specialist who loves her job. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
Had problem with fuel sensor part received broken.Gave me full refund great customer service .,stars-5.svg,2025-04-10 14:33:53+00:00,GB,"Hello Dave! Thank you for your kind words and appreciation of the quality of our work. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team",autodoc-de,5
thanks for fast transport 👍,stars-5.svg,2025-04-07 13:27:09+00:00,DE,"Hi Ehab! Thank you very much for your time and appreciation. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-04-06 10:10:52+00:00,DE,"Hello Massimo! We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team",autodoc-de,5
"fast, cheap perfect delivery and items",stars-5.svg,2025-04-05 11:17:49+00:00,DE,"Hello Jim! Thank you for your feedback. We are very happy to know that we were able to surprise and please you! Best regards, AUTODOC Team",autodoc-de,5
"Exactly as required, quickly delivered",stars-5.svg,2025-04-03 22:33:56+00:00,GB,"Hello Mr Edward Delaine! Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team",autodoc-de,5
"How are you going to send me the wrong part but charge me to send it back to you? This review has been edited due to the excellent customer support I received, return shipping was paid for in the end but the wrong parts were still received in the first place",stars-3.svg,2025-04-23 15:10:11+00:00,DE,"Hello Zanette Madison, We regret that we did not meet your expectations. Our quality control manager will contact you in the shortest terms in order to specify the issue and find an appropriate solution. Best Regards, AUTODOC Team.",autodoc-de,3
Auto doc simply the best!,stars-5.svg,2025-04-01 20:02:39+00:00,DE,"Hello Do Nascimento Fernando! We want to thank you for your time and positive feedback! Best regards, AUTODOC Team",autodoc-de,5
"""I am giving 3 stars because there is no option to choose the shipping method. I can't select whether the package is sent via DHL or UPS. Additionally, there is no option to pay more for faster delivery. The car has to stay at the repair shop for 5 days until the part arrives, and that's assuming the postal service does everything on time.""",stars-3.svg,2025-04-01 09:53:59+00:00,DE,"Dear Alireza Rezvan! If any progress has been made in resolving this issue, we would be extremely grateful if you could let us know in your feedback. If you have any questions, please contact us at trust@autodoc.de. We will be very glad to see you again in our online store. Best regards, AUTODOC Team",autodoc-de,3
Genrally speaking shipping is just too slow. Often it takes 1 week from order to received. Also quality parts are getting fewer and further apart.,stars-2.svg,2025-03-31 17:47:35+00:00,TR,"Hello! We sincerely apologize for not meeting your expectations. Standard order processing takes up to 48 hours, and delivery - 4-6 business days. However, sometimes delays occur. For our part, we do everything possible to speed up the process. Our quality control manager will contact you as soon as possible to specify the issue and help you. Best regards, AUTODOC Team",autodoc-de,2
Fast delivery and very good packaged,stars-5.svg,2025-03-31 13:06:30+00:00,DE,"Hi! Thank you very much for your time and appreciation. Best regards, AUTODOC Team",autodoc-de,5
"I ordered an exterior mirror through the app. The right product was easy to find, and coincidentally, it was even discounted, and the entire process was quick and easy. Unfortunately, the package couldn't be delivered and was taken to a parcel shop quite far away. Luckily, the super friendly Gloria was able to help me excellently. If only customer service were this good everywhere.",stars-5.svg,2025-03-25 13:37:45+00:00,DE,"Dear Steffen! Please, accept our gratitude for your feedback and attention to our work. We are happy you have a positive cooperation experience with us. We wish you good luck on the road. Best regards, AUTODOC Team",autodoc-de,5
Advice from your employees,stars-5.svg,2025-03-25 07:35:07+00:00,DE,"Hello! We want to thank you for your time and positive feedback! Best regards, AUTODOC Team",autodoc-de,5
"Good service, fast delivery of quality parts.",stars-5.svg,2025-03-24 12:26:38+00:00,DE,"Hello Marko! Thank you very much for your feedback and wonderful rating. We will continue to work only for 5 stars! Best regards, AUTODOC Team",autodoc-de,5
Very good Platform to order what u need for your car👍🏻.,stars-5.svg,2025-03-22 13:19:20+00:00,NL,"Hello! Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
They’ve got almost everything.,stars-5.svg,2025-03-22 11:49:56+00:00,DE,"Hello Jimmy! Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team",autodoc-de,5
"As always, speed of service, easy ordering, great products.👍",stars-5.svg,2025-03-20 16:23:51+00:00,DE,"Hi Vladimir! Thank you very much for your time and appreciation. Best regards, AUTODOC Team",autodoc-de,5
Reply from AUTODOC - Deutschland,stars-5.svg,2025-03-20 12:38:26+00:00,AL,"Hello Ismet! Thank you for your positive feedback! Best regards, AUTODOC Team",autodoc-de,5
It's take little bit long time for delivery but was perfect fit I'm setisfied thanks autodoc 👍👍👍,stars-5.svg,2025-03-18 20:31:11+00:00,DE,"Hello Javed! We want to thank you for your time and positive feedback! Best regards, AUTODOC Team",autodoc-de,5
"Very poor. Ordered two separate items on the same day. First arrived on time and with no issues. Second part was a week late (even though from some source) and when unboxed was damaged even though there was no damage to packaging. To get a refund required lots of photos, then I had to print a returns label, take it to a post office and return it. It has now arrived at their warehouse and I have had no notification. Talking to the chat it is useless and a person has just informed me it can take up to 14 days to process the refund. This is very poor for an online business. Most online traders manage this inside a day or two. By the time the refund happens it will be a month. If it were Amazon it would be 3-4 days tops. Even eBay is quicker. I won't be using Autodoc again. It's not worth the hassle if something goes wrong.",stars-1.svg,2025-03-17 21:41:53+00:00,GB,"Hello Mr Alastair Bell, We're incredibly sorry about your disappointment with our service. Please be informed that our quality control manager will look into the issue that occurred and get back to you in the shortest terms. Best Regards, AUTODOC Team",autodoc-de,1
I have purchased from Autodoc in France and in the UK. I am often surprised by the range of parts available. The price is always good and delivery has never been a problem. I hope that the quality of service continues.,stars-5.svg,2025-03-11 19:33:41+00:00,FR,"Hello Alain! Thank you for your positive feedback! Best regards, AUTODOC Team",autodoc-de,5
"As promised to Auto doc after my last review, I am reviewing after another order.1. They recognised the previous issue and recompensed me for the inconvenience. That means they listen to their customers. 👍👍👍2. The second order came as promised, but I am obliged to say that for the items I ordered the online order from them does not work. The items were more expensive than local (2 miles away) shop; postage is high on a low value order;it still took a few days to arrive.That said, auto doc have a much broader range of products (a previous order was for a hard to source item) so I just have to be careful in my research in future.",stars-4.svg,2025-03-11 11:33:53+00:00,GB,"Hello Riccy Jen! Thank you for your sincere review. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team",autodoc-de,4
"Bought a Mahle thermostat, received a different brand with the logo scrapped off and in a Mahle box. Straight fraudsters. Customer service admitted it but acted like it's no big deal. STAY AWAY!!!Edit: 13.03.2025 I raised to 2 stars after receiving a 20 euro refund, wich is good but still would not recommend...",stars-2.svg,2025-03-12 13:01:56+00:00,DE,"Hello, It is unfortunate that such a situation has arisen. Please be informed that our quality control manager will look into the issue that occurred and get back to you in the shortest terms. Best Regards, AUTODOC Team.",autodoc-de,2
I am happy with the quality and the servisAs the regular cotumer will be very happy if you give me time by time exlusive ofersThank you!,stars-5.svg,2025-03-08 22:44:08+00:00,DE,"Hello! Thank you for your positive feedback! Best regards, AUTODOC Team",autodoc-de,5
The website is very easy to use and you always have everything I need for a good price. Delivery is always fast and the bonuses are fun!,stars-5.svg,2025-03-07 12:01:21+00:00,DE,"Hello David! We are very pleased to read sincere reviews. Thank you for choosing our company. We are glad that you were satisfied with everything. Best regards, AUTODOC Team",autodoc-de,5
"Express delivery is a waste of money. They don't keep their promises. I placed an order on Nov.18 and it was delivered on Nov.24.
Spark plugs were damaged, brake discs were unpacked! I returned the... See more",stars-1.svg,2022-12-19 16:11:54+00:00,,,mister-auto,1
"It would be better if you provide a little bit more information about the parts like technikal parameters, actual photos etc. I would be more satisfied if I could find more parts about Subaru cars. An... See more",stars-4.svg,2017-07-12 14:44:39+00:00,,,mister-auto,4
"There was an issue on one item i ordered. I asked for an alternative and it was shipped at no extra charge. 

Prices are always good. Customer care always responsive. 

Highly recommend",stars-5.svg,2016-01-30 10:04:02.296000+00:00,,,mister-auto,5
I wait for ordered parts 3 weeks.  Package Has been delivered with broken box and Was not complet. I order 4 sparks and in package Was only 1.,stars-1.svg,2018-05-26 12:00:10+00:00,,,mister-auto,1
"Express delivery is a waste of money. They don't keep their promises. I placed an order on Nov.18 and it was delivered on Nov.24.Spark plugs were damaged, brake discs were unpacked! I returned the goods. They were delivered to mister auto on  Nov.30And then I had to wait 2 weeks for they refund my money! Disgusting!",stars-1.svg,2022-12-19 16:11:54+00:00,UA,"Dear customer, thank you for your feedback. Your order should be delivered to you on November 24th, 2022 and you should have received the delivery on this day. You should have been refunded the full order amount long ago. We regret that the spare parts came to you in poor condition and we apologize for this. Kind regards, The Mister Auto team",mister-auto,1
Thank you. Everything arrived as ordered and described.,stars-5.svg,2020-05-26 11:00:27+00:00,HR,,mister-auto,5
"Top Support,Top Teile, einfach Top",stars-5.svg,2020-05-19 10:14:51+00:00,DE,,mister-auto,5
"Super, the best and fast delivery 👍👌",stars-5.svg,2020-03-21 17:41:09+00:00,SI,,mister-auto,5
Service 1A!!,stars-5.svg,2020-03-10 13:02:31+00:00,DE,,mister-auto,5
super......................,stars-5.svg,2020-02-28 18:00:24+00:00,DE,,mister-auto,5
Gut.gut gut.,stars-5.svg,2020-02-14 10:55:02+00:00,PT,,mister-auto,5
Alles war tip top!,stars-5.svg,2020-01-23 19:51:23+00:00,DE,,mister-auto,5
"Top, alles Oakay!",stars-5.svg,2019-10-20 14:46:12+00:00,DE,,mister-auto,5
"everything went well, delivery time was a bit long",stars-4.svg,2019-10-07 10:14:12+00:00,DE,,mister-auto,4
"Terrible buying experience, will not use again. They sent wrong parts and I then had to jump through hoops to return for a refund. Useless.",stars-1.svg,2019-09-16 10:48:29+00:00,GB,"Hallo, wir werden Ihnen dankbar sein, uns die konkrete Bestellung mitzuteilen, damit wir den Vorfall auch überprüfen konnten. Solche allgemeine Behauptungen  bleiben leider unbewiesen. Mit freundlichen Grüßen, Das Team von Mister-Auto",mister-auto,1
super !!!!!!!,stars-5.svg,2019-09-04 11:18:17+00:00,DE,,mister-auto,5
Ging alles gut!,stars-4.svg,2019-08-12 17:13:55+00:00,DE,,mister-auto,4
tip top  alles ok,stars-5.svg,2019-06-19 10:54:09+00:00,LU,,mister-auto,5
"Super Schnell, Top",stars-5.svg,2019-06-14 13:27:45+00:00,DE,,mister-auto,5
Super .......,stars-5.svg,2019-05-29 07:39:42+00:00,DE,,mister-auto,5
Top!!!!!!!!!!!,stars-5.svg,2019-05-28 21:37:20+00:00,DE,,mister-auto,5
The order has not been send. Neither the payment. Start claim on PayPal to get money back,stars-1.svg,2019-05-14 10:08:51+00:00,NL,"Sehr geehrter Kunde, leider ist es nicht möglich, eine deutsche Bestellung in Holland zustellen zu lassen, der Bestellbetrag müßte Ihnen schon längst über Paypal erstattet worden sein.  Wir würden Sie freundlichst bitten, eine Bestellung an folgender Internet-Seite auszulösen : https://www.mister-auto.nl Vielen Dank im Voraus für Ihre Bemühungen. Mit freundlichen Grüßen, Das Team von Mister-Auto",mister-auto,1
All ok but packaging could be a bit better : the safety pack triangle+yellow jacket was a bit dirty like having passed years in warehouse....orders+delivery is OK,stars-4.svg,2019-05-03 11:28:30+00:00,FR,,mister-auto,4
tip top  alles perfect,stars-5.svg,2019-05-02 18:18:04+00:00,LU,,mister-auto,5
Top! Top! Top!,stars-5.svg,2019-04-30 10:47:16+00:00,DE,,mister-auto,5
Gut...........,stars-5.svg,2019-04-13 15:08:59+00:00,DE,,mister-auto,5
I was happy to e able to buy from you.But the  cost of the postage was tooMuch,stars-4.svg,2019-04-12 11:02:18+00:00,DE,,mister-auto,4
Das war super!,stars-5.svg,2019-04-10 10:22:41+00:00,DE,,mister-auto,5
Alles Top Danke,stars-5.svg,2019-02-20 11:04:17+00:00,DE,,mister-auto,5
Top!!!!!!!!!!!!!,stars-5.svg,2019-01-24 18:46:10+00:00,DE,,mister-auto,5
Alles war Super. Danke!,stars-5.svg,2018-12-09 19:49:43+00:00,DE,,mister-auto,5
Supper so weiter,stars-5.svg,2018-12-05 14:54:58+00:00,DE,,mister-auto,5
Very good.Satisfied.,stars-4.svg,2018-08-14 10:52:03+00:00,KR,,mister-auto,4
Ratzi Fatzi alles Top.,stars-5.svg,2018-07-23 10:11:49+00:00,DE,,mister-auto,5
Alles Tip Top! Danke,stars-5.svg,2018-07-18 16:35:01+00:00,DE,,mister-auto,5
"Top Ware zu absolut fairen Preisen,vielen Dank!",stars-5.svg,2018-06-30 16:46:37+00:00,DE,,mister-auto,5
Alles Top. Danke!,stars-5.svg,2018-06-20 06:42:09+00:00,DE,,mister-auto,5
"Superware, alles bestens !!",stars-5.svg,2018-06-10 12:04:35+00:00,DE,,mister-auto,5
All materials arrived and waiting to be installed. Found it is better to order from one Vendor to save on shipping costs and ease of tracking.,stars-5.svg,2018-05-28 15:50:23+00:00,DE,,mister-auto,5
I wait for ordered parts 3 weeks.  Package Has been delivered with broken box and Was not complet. I order 4 sparks and in package Was only 1.,stars-1.svg,2018-05-26 12:00:10+00:00,DE,"Sehr geehrter Kunde, vielen Dank für Ihre Meldung. Wir bitten Sie freundlichst, sich mit dem Kundenservice in Verbindung zu setzen, damit wir Ihnen weiterhelfen konnten, vielen Dank im Voraus. Mit freundlichen Grüßen Das Team von Mister-Auto",mister-auto,1
-----Top-----,stars-5.svg,2018-04-10 13:31:35+00:00,DE,,mister-auto,5
Einfach top super,stars-5.svg,2018-03-31 14:23:01+00:00,DE,,mister-auto,5
liferung perfekt,stars-4.svg,2018-03-20 14:56:24+00:00,DE,,mister-auto,4
Reply from Mister-Auto.de,stars-3.svg,2018-01-10 10:44:25+00:00,DE,"Sehr geehrter Herr Abdellatif, vielen Dank für Ihre gute Einschätzung. Falls Sie mit unserer Arbeit zufrieden geblieben sind, könnten Sie bei Möglichkeit auch ihre Bewertung dementsprechend eventuell bearbeiten. Vielen Dank im Voraus für Ihre Bemühungen! Mit freundlichen Grüßen Das Team von Mister-Auto",mister-auto,3
tiptoptiptop,stars-5.svg,2017-12-19 12:18:48+00:00,CH,,mister-auto,5
"alles top, superr zufrieden",stars-5.svg,2017-12-11 19:04:22+00:00,DE,,mister-auto,5
"Supper, perfect für mich",stars-5.svg,2017-12-07 21:31:47+00:00,DE,,mister-auto,5
"fast delivery,quality products,profesional team !!!",stars-5.svg,2017-11-27 19:55:00+00:00,DE,,mister-auto,5
Sher gut  unt gunstik gut lifer 2 Tage nach zalung,stars-5.svg,2017-11-16 10:53:37+00:00,DE,,mister-auto,5
👍alles top!!!,stars-5.svg,2017-11-02 10:39:30+00:00,DE,,mister-auto,5
Alles gut; Haar in der Suppe: überdimensionierter Karton,stars-4.svg,2017-10-30 12:07:57+00:00,DE,,mister-auto,4
SUPER!!!!! KLASS!!!,stars-5.svg,2017-10-23 14:14:34+00:00,DE,,mister-auto,5
Reply from Mister-Auto.de,stars-2.svg,2017-10-12 10:55:47+00:00,DE,"Sehr geehrte Frau Rau, vielen Dank für Ihre Einschätzung. Falls Sie mit unserer Arbeit zufrieden geblieben sind, würden wir Sie bitten, auch Ihre Bewertung dementsprechende zu bearbeiten! Vielen Dank für ihr Verständnis ! Mit freundlichen Grüßen, Fr.Geiger Ihr Mister-Auto Team",mister-auto,2
Thank you! :),stars-5.svg,2017-09-19 11:50:21+00:00,DE,,mister-auto,5
I am very much amazed at the price and product quality. Delivery was timely as expected. Will recommend further. Thanks a lot.,stars-5.svg,2017-09-19 10:19:50+00:00,DE,,mister-auto,5
"I ordered luftfilter and pollenfilter based on my cartype, and both were absolutely perfect fit and easy install! Fast delivery too.",stars-5.svg,2017-09-13 19:32:35+00:00,CH,,mister-auto,5
"Good prices, fast delivery, easy to use website, history stored for reference.Well done !!",stars-5.svg,2017-08-22 10:04:29+00:00,DE,,mister-auto,5
"It would be better if you provide a little bit more information about the parts like technikal parameters, actual photos etc. I would be more satisfied if I could find more parts about Subaru cars. And of course if there are more deals and offers I would be purchasing more often. If you have Motul oil also would be great.",stars-4.svg,2017-07-12 14:44:39+00:00,BG,,mister-auto,4
"One shop I can trust, when I had a problem they handled it correctly, good customer support, I'm satisfied so far.",stars-5.svg,2017-07-12 10:32:21+00:00,DE,,mister-auto,5
"Hi, very good experience, spares were easy to select, fast and convenient delivery. Thanks,Madars Griva",stars-5.svg,2017-07-12 06:25:15+00:00,GB,,mister-auto,5
fast and perfect,stars-5.svg,2017-06-29 12:30:12+00:00,DE,,mister-auto,5
Alles war super :) Du bist die beste Mister-Auto :),stars-5.svg,2017-06-21 16:59:59+00:00,DE,,mister-auto,5
Seer gud zufriden,stars-5.svg,2017-06-21 12:37:25+00:00,DE,,mister-auto,5
Service is great and fast,stars-5.svg,2017-04-12 12:01:28+00:00,DE,,mister-auto,5
Netter Service,stars-5.svg,2017-03-02 13:39:10+00:00,DE,,mister-auto,5
Super Service,stars-5.svg,2017-02-27 11:24:57+00:00,DE,,mister-auto,5
Super Mister-Auto,stars-5.svg,2017-02-08 17:04:10+00:00,DE,,mister-auto,5
Not good service,stars-1.svg,2017-02-03 17:23:39+00:00,DK,"Sehr geehrter Herr Mohammed, es ist schade, daß Sie nicht zufrieden geblieben sind. Es wäre viel nützlicher, falls konkret eine Ursache dafür genannt wäre. Ihre letzte Bestellung wurde am  Dienstag, den 17.01.2017 um 22,59 Uhr ausgelöst und alle 4 Pakete wurden am Freitag, den 20.01.2017 erfolgreich zugestellt. Mit freundlichen Grüßen Fr.Geiger Das Team von Mister-Auto",mister-auto,1
"My first and probably only transaction for quite some time, I can't complain.",stars-5.svg,2016-12-23 10:40:17+00:00,DE,,mister-auto,5
TOP SHOP  ............,stars-5.svg,2016-12-22 10:50:43+00:00,DE,,mister-auto,5
Prima service,stars-5.svg,2016-12-18 16:52:08+00:00,DE,,mister-auto,5
"Very good and fast delivery, top quality.",stars-5.svg,2016-12-13 11:04:50+00:00,DE,,mister-auto,5
Perfeckt super,stars-5.svg,2016-11-23 12:40:50+00:00,DE,,mister-auto,5
Everything else is ok. But the delivery speed is sometimes very slow .,stars-4.svg,2016-11-18 06:45:42+00:00,DE,,mister-auto,4
War alles in Or,stars-5.svg,2016-11-15 10:08:09+00:00,DE,,mister-auto,5
super .............,stars-5.svg,2016-11-04 17:23:14+00:00,DE,,mister-auto,5
I did shopping in this shop many times and always everything was OK.,stars-5.svg,2016-11-02 20:13:29+00:00,DE,,mister-auto,5
Super Service,stars-5.svg,2016-10-12 05:25:43+00:00,DE,,mister-auto,5
"Bremsenscheiben für Meriva bestelt ,bremsenscheiben für Astra gekriegt.",stars-1.svg,2016-09-27 10:58:29+00:00,NL,"Sehr geehrter Herr Feyzula, vielen Dank für Ihre Information. Wir bedauern, daß Sie nicht passende Ersatzteile bekommen haben und würden Sie freundlichst bitten, den Kundendienst zu kontaktieren, um die Rücksendung der nicht passenden Bremsscheiben besprechen zu können. Mit freundlichen Grüßen Fr.Geiger Das Team von Mister-Auto",mister-auto,1
Received everything I ordered fast delivery and good price,stars-4.svg,2016-09-26 12:57:31+00:00,DE,,mister-auto,4
Friendly and Efficient,stars-5.svg,2016-09-04 10:24:32+00:00,GB,,mister-auto,5
"Very good, super.",stars-5.svg,2016-08-30 14:55:08+00:00,DE,,mister-auto,5
clio 2 alles ok,stars-5.svg,2016-08-27 11:00:59+00:00,DE,,mister-auto,5
The Best nomber 1,stars-5.svg,2016-08-15 14:56:10.911000+00:00,DE,,mister-auto,5
"Easy transaktion, No Problems",stars-5.svg,2016-08-07 08:33:57+00:00,DE,,mister-auto,5
Super superr,stars-5.svg,2016-07-16 10:13:47+00:00,DE,,mister-auto,5
Prompter Service!,stars-5.svg,2016-06-24 11:40:17+00:00,DE,,mister-auto,5
Easy....................,stars-5.svg,2016-06-04 07:31:57+00:00,DE,,mister-auto,5
super!!!!!!!!!!!!!!!!!!,stars-5.svg,2016-04-28 17:59:13+00:00,DE,,mister-auto,5
Super service,stars-5.svg,2016-04-22 16:39:13+00:00,CH,,mister-auto,5
War super 😀😀,stars-5.svg,2016-02-25 00:51:52.228000+00:00,DE,,mister-auto,5
all ok...........,stars-5.svg,2016-02-08 10:07:08.030000+00:00,DE,,mister-auto,5
"There was an issue on one item i ordered. I asked for an alternative and it was shipped at no extra charge.  Prices are always good. Customer care always responsive.  Highly recommend",stars-5.svg,2016-01-30 10:04:02.296000+00:00,DE,,mister-auto,5
all ok.........,stars-5.svg,2015-12-15 15:00:11.387000+00:00,DE,,mister-auto,5
Super. Ales gut.,stars-4.svg,2015-10-28 21:29:02.789000+00:00,DE,,mister-auto,4
Good service and price ! Will order again.,stars-5.svg,2015-10-13 12:19:26.501000+00:00,DE,,mister-auto,5
"Shipping price could be less on smaller items.Bring down shipping prices where possiable.",stars-3.svg,2015-10-01 07:44:08.755000+00:00,DE,,mister-auto,3
WHERE IS MY ORDER?,stars-1.svg,2015-06-20 14:18:48.977000+00:00,DE,,mister-auto,1
"I bought a set of braking discs which arrived damaged due to poor packaging and protection. After a complaint, with the picture of the damaged part which was btw. literally a broken place on the edge... See more",stars-1.svg,2026-02-07 11:17:35+00:00,,,atp-autoteile,1
