review_text,rating_svg,date,location,supplier_response,verified,company,review_text_clean,company_site,review_text_clean_advanced,issue_categories
All ok but packaging could be a bit better : the safety pack triangle+yellow jacket was a bit dirty like having passed years in warehouse....orders+delivery is OK,4,2019-05-03 11:28:30+00:00,FR,,1,mister-auto,All ok but packaging could be a bit better  the safety pack triangleyellow jacket was a bit dirty like having passed years in warehouseordersdelivery is OK,de,ok packaging could bit better safety pack triangleyellow jacket bit dirty like passed year warehouseordersdelivery ok,Counter()
tip top  alles perfect,5,2019-05-02 18:18:04+00:00,LU,,1,mister-auto,tip top alles perfect,de,tip top perfect,Counter()
Top! Top! Top!,5,2019-04-30 10:47:16+00:00,DE,,1,mister-auto,Top Top Top,de,top top top,Counter()
Gut...........,5,2019-04-13 15:08:59+00:00,DE,,1,mister-auto,Gut,de,gut,Counter()
I was happy to e able to buy from you.But the  cost of the postage was tooMuch,4,2019-04-12 11:02:18+00:00,DE,,1,mister-auto,I was happy to e able to buy from youBut the cost of the postage was tooMuch,de,happy e able buy youbut cost postage toomuch,Counter()
Das war super!,5,2019-04-10 10:22:41+00:00,DE,,1,mister-auto,Das war super,de,super,Counter()
Alles Top Danke,5,2019-02-20 11:04:17+00:00,DE,,1,mister-auto,Alles Top Danke,de,top,Counter()
Top!!!!!!!!!!!!!,5,2019-01-24 18:46:10+00:00,DE,,1,mister-auto,Top,de,top,Counter()
Alles war Super. Danke!,5,2018-12-09 19:49:43+00:00,DE,,1,mister-auto,Alles war Super Danke,de,super,Counter()
Supper so weiter,5,2018-12-05 14:54:58+00:00,DE,,1,mister-auto,Supper so weiter,de,supper,Counter()
Very good.Satisfied.,4,2018-08-14 10:52:03+00:00,KR,,1,mister-auto,Very goodSatisfied,de,goodsatisfied,Counter()
Ratzi Fatzi alles Top.,5,2018-07-23 10:11:49+00:00,DE,,1,mister-auto,Ratzi Fatzi alles Top,de,ratzi fatzi top,Counter()
Alles Tip Top! Danke,5,2018-07-18 16:35:01+00:00,DE,,1,mister-auto,Alles Tip Top Danke,de,tip top,Counter()
"Top Ware zu absolut fairen Preisen,vielen Dank!",5,2018-06-30 16:46:37+00:00,DE,,1,mister-auto,Top Ware zu absolut fairen Preisenvielen Dank,de,top ware absolut fairen preisenvielen dank,Counter()
Alles Top. Danke!,5,2018-06-20 06:42:09+00:00,DE,,1,mister-auto,Alles Top Danke,de,top,Counter()
"Superware, alles bestens !!",5,2018-06-10 12:04:35+00:00,DE,,1,mister-auto,Superware alles bestens ,de,superware bestens,Counter()
All materials arrived and waiting to be installed. Found it is better to order from one Vendor to save on shipping costs and ease of tracking.,5,2018-05-28 15:50:23+00:00,DE,,1,mister-auto,All materials arrived and waiting to be installed Found it is better to order from one Vendor to save on shipping costs and ease of tracking,de,material arrived waiting installed found better order one vendor save shipping cost ease tracking,Counter()
I wait for ordered parts 3 weeks.  Package Has been delivered with broken box and Was not complet. I order 4 sparks and in package Was only 1.,1,2018-05-26 12:00:10+00:00,DE,"Sehr geehrter Kunde, vielen Dank für Ihre Meldung. Wir bitten Sie freundlichst, sich mit dem Kundenservice in Verbindung zu setzen, damit wir Ihnen weiterhelfen konnten, vielen Dank im Voraus. Mit freundlichen Grüßen Das Team von Mister-Auto",1,mister-auto,I wait for ordered parts 3 weeks Package Has been delivered with broken box and Was not complet I order 4 sparks and in package Was only 1,de,wait ordered part 3 week package delivered broken box complet order 4 spark package 1,Counter({'Damaged Product': 1})
-----Top-----,5,2018-04-10 13:31:35+00:00,DE,,1,mister-auto,Top,de,top,Counter()
Einfach top super,5,2018-03-31 14:23:01+00:00,DE,,1,mister-auto,Einfach top super,de,einfach top super,Counter()
liferung perfekt,4,2018-03-20 14:56:24+00:00,DE,,1,mister-auto,liferung perfekt,de,liferung perfekt,Counter()
Reply from Mister-Auto.de,3,2018-01-10 10:44:25+00:00,DE,"Sehr geehrter Herr Abdellatif, vielen Dank für Ihre gute Einschätzung. Falls Sie mit unserer Arbeit zufrieden geblieben sind, könnten Sie bei Möglichkeit auch ihre Bewertung dementsprechend eventuell bearbeiten. Vielen Dank im Voraus für Ihre Bemühungen! Mit freundlichen Grüßen Das Team von Mister-Auto",1,mister-auto,Reply from MisterAutode,de,reply misterautode,Counter()
tiptoptiptop,5,2017-12-19 12:18:48+00:00,CH,,1,mister-auto,tiptoptiptop,de,tiptoptiptop,Counter()
"alles top, superr zufrieden",5,2017-12-11 19:04:22+00:00,DE,,1,mister-auto,alles top superr zufrieden,de,top superr zufrieden,Counter()
"Supper, perfect für mich",5,2017-12-07 21:31:47+00:00,DE,,1,mister-auto,Supper perfect für mich,de,supper perfect,Counter()
"fast delivery,quality products,profesional team !!!",5,2017-11-27 19:55:00+00:00,DE,,1,mister-auto,fast deliveryquality productsprofesional team ,de,fast deliveryquality productsprofesional team,Counter()
Sher gut  unt gunstik gut lifer 2 Tage nach zalung,5,2017-11-16 10:53:37+00:00,DE,,1,mister-auto,Sher gut unt gunstik gut lifer 2 Tage nach zalung,de,sher gut unt gunstik gut lifer 2 tage zalung,Counter()
👍alles top!!!,5,2017-11-02 10:39:30+00:00,DE,,1,mister-auto,alles top,de,top,Counter()
Alles gut; Haar in der Suppe: überdimensionierter Karton,4,2017-10-30 12:07:57+00:00,DE,,1,mister-auto,Alles gut Haar in der Suppe überdimensionierter Karton,de,gut haar suppe überdimensionierter karton,Counter()
SUPER!!!!! KLASS!!!,5,2017-10-23 14:14:34+00:00,DE,,1,mister-auto,SUPER KLASS,de,super klass,Counter()
Reply from Mister-Auto.de,2,2017-10-12 10:55:47+00:00,DE,"Sehr geehrte Frau Rau, vielen Dank für Ihre Einschätzung. Falls Sie mit unserer Arbeit zufrieden geblieben sind, würden wir Sie bitten, auch Ihre Bewertung dementsprechende zu bearbeiten! Vielen Dank für ihr Verständnis ! Mit freundlichen Grüßen, Fr.Geiger Ihr Mister-Auto Team",1,mister-auto,Reply from MisterAutode,de,reply misterautode,Counter()
Thank you! :),5,2017-09-19 11:50:21+00:00,DE,,1,mister-auto,Thank you ,de,thank,Counter()
I am very much amazed at the price and product quality. Delivery was timely as expected. Will recommend further. Thanks a lot.,5,2017-09-19 10:19:50+00:00,DE,,1,mister-auto,I am very much amazed at the price and product quality Delivery was timely as expected Will recommend further Thanks a lot,de,much amazed price product quality delivery timely expected recommend thanks lot,Counter()
"I ordered luftfilter and pollenfilter based on my cartype, and both were absolutely perfect fit and easy install! Fast delivery too.",5,2017-09-13 19:32:35+00:00,CH,,1,mister-auto,I ordered luftfilter and pollenfilter based on my cartype and both were absolutely perfect fit and easy install Fast delivery too,de,ordered luftfilter pollenfilter based cartype absolutely perfect fit easy install fast delivery,Counter()
"Good prices, fast delivery, easy to use website, history stored for reference.Well done !!",5,2017-08-22 10:04:29+00:00,DE,,1,mister-auto,Good prices fast delivery easy to use website history stored for referenceWell done ,de,good price fast delivery easy use website history stored referencewell done,Counter()
"It would be better if you provide a little bit more information about the parts like technikal parameters, actual photos etc. I would be more satisfied if I could find more parts about Subaru cars. And of course if there are more deals and offers I would be purchasing more often. If you have Motul oil also would be great.",4,2017-07-12 14:44:39+00:00,BG,,1,mister-auto,It would be better if you provide a little bit more information about the parts like technikal parameters actual photos etc I would be more satisfied if I could find more parts about Subaru cars And of course if there are more deals and offers I would be purchasing more often If you have Motul oil also would be great,de,would better provide little bit information part like technikal parameter actual photo etc would satisfied could find part subaru car course deal offer would purchasing often motul oil would great,Counter()
"One shop I can trust, when I had a problem they handled it correctly, good customer support, I'm satisfied so far.",5,2017-07-12 10:32:21+00:00,DE,,1,mister-auto,One shop I can trust when I had a problem they handled it correctly good customer support Im satisfied so far,de,one shop trust problem handled correctly good customer support satisfied far,Counter({'Customer Service': 1})
"Hi, very good experience, spares were easy to select, fast and convenient delivery.Thanks,Madars Griva",5,2017-07-12 06:25:15+00:00,GB,,1,mister-auto,Hi very good experience spares were easy to select fast and convenient deliveryThanksMadars Griva,de,hi good experience spare easy select fast convenient deliverythanksmadars griva,Counter()
fast and perfect,5,2017-06-29 12:30:12+00:00,DE,,1,mister-auto,fast and perfect,de,fast perfect,Counter()
Alles war super :) Du bist die beste Mister-Auto :),5,2017-06-21 16:59:59+00:00,DE,,1,mister-auto,Alles war super  Du bist die beste MisterAuto ,de,super beste misterauto,Counter()
Seer gud zufriden,5,2017-06-21 12:37:25+00:00,DE,,1,mister-auto,Seer gud zufriden,de,seer gud zufriden,Counter()
Service is great and fast,5,2017-04-12 12:01:28+00:00,DE,,1,mister-auto,Service is great and fast,de,service great fast,Counter({'Customer Service': 1})
Netter Service,5,2017-03-02 13:39:10+00:00,DE,,1,mister-auto,Netter Service,de,netter service,Counter({'Customer Service': 1})
Super Service,5,2017-02-27 11:24:57+00:00,DE,,1,mister-auto,Super Service,de,super service,Counter({'Customer Service': 1})
Super Mister-Auto,5,2017-02-08 17:04:10+00:00,DE,,1,mister-auto,Super MisterAuto,de,super misterauto,Counter()
Not good service,1,2017-02-03 17:23:39+00:00,DK,"Sehr geehrter Herr Mohammed, es ist schade, daß Sie nicht zufrieden geblieben sind. Es wäre viel nützlicher, falls konkret eine Ursache dafür genannt wäre. Ihre letzte Bestellung wurde am  Dienstag, den 17.01.2017 um 22,59 Uhr ausgelöst und alle 4 Pakete wurden am Freitag, den 20.01.2017 erfolgreich zugestellt. Mit freundlichen Grüßen Fr.Geiger Das Team von Mister-Auto",1,mister-auto,Not good service,de,good service,Counter({'Customer Service': 1})
"My first and probably only transaction for quite some time, I can't complain.",5,2016-12-23 10:40:17+00:00,DE,,1,mister-auto,My first and probably only transaction for quite some time I cant complain,de,first probably transaction quite time cant complain,Counter()
TOP SHOP  ............,5,2016-12-22 10:50:43+00:00,DE,,1,mister-auto,TOP SHOP ,de,top shop,Counter()
Prima service,5,2016-12-18 16:52:08+00:00,DE,,1,mister-auto,Prima service,de,prima service,Counter({'Customer Service': 1})
"Very good and fast delivery, top quality.",5,2016-12-13 11:04:50+00:00,DE,,1,mister-auto,Very good and fast delivery top quality,de,good fast delivery top quality,Counter()
Perfeckt super,5,2016-11-23 12:40:50+00:00,DE,,1,mister-auto,Perfeckt super,de,perfeckt super,Counter()
Everything else is ok. But the delivery speed is sometimes very slow .,4,2016-11-18 06:45:42+00:00,DE,,1,mister-auto,Everything else is ok But the delivery speed is sometimes very slow ,de,everything else ok delivery speed sometimes slow,Counter()
War alles in Or,5,2016-11-15 10:08:09+00:00,DE,,1,mister-auto,War alles in Or,de,,Counter()
super .............,5,2016-11-04 17:23:14+00:00,DE,,1,mister-auto,super ,de,super,Counter()
I did shopping in this shop many times and always everything was OK.,5,2016-11-02 20:13:29+00:00,DE,,1,mister-auto,I did shopping in this shop many times and always everything was OK,de,shopping shop many time always everything ok,Counter()
Super Service,5,2016-10-12 05:25:43+00:00,DE,,1,mister-auto,Super Service,de,super service,Counter({'Customer Service': 1})
"Bremsenscheiben für Meriva bestelt ,bremsenscheiben für Astra gekriegt.",1,2016-09-27 10:58:29+00:00,NL,"Sehr geehrter Herr Feyzula, vielen Dank für Ihre Information. Wir bedauern, daß Sie nicht passende Ersatzteile bekommen haben und würden Sie freundlichst bitten, den Kundendienst zu kontaktieren, um die Rücksendung der nicht passenden Bremsscheiben besprechen zu können. Mit freundlichen Grüßen Fr.Geiger Das Team von Mister-Auto",1,mister-auto,Bremsenscheiben für Meriva bestelt bremsenscheiben für Astra gekriegt,de,bremsenscheiben meriva bestelt bremsenscheiben astra gekriegt,Counter()
Received everything I ordered fast delivery and good price,4,2016-09-26 12:57:31+00:00,DE,,1,mister-auto,Received everything I ordered fast delivery and good price,de,received everything ordered fast delivery good price,Counter()
Friendly and Efficient,5,2016-09-04 10:24:32+00:00,GB,,1,mister-auto,Friendly and Efficient,de,friendly efficient,Counter()
"Very good, super.",5,2016-08-30 14:55:08+00:00,DE,,1,mister-auto,Very good super,de,good super,Counter()
clio 2 alles ok,5,2016-08-27 11:00:59+00:00,DE,,1,mister-auto,clio 2 alles ok,de,clio 2 ok,Counter()
The Best nomber 1,5,2016-08-15 14:56:10.911000+00:00,DE,,1,mister-auto,The Best nomber 1,de,best nomber 1,Counter()
"Easy transaktion, No Problems",5,2016-08-07 08:33:57+00:00,DE,,1,mister-auto,Easy transaktion No Problems,de,easy transaktion problem,Counter()
Super superr,5,2016-07-16 10:13:47+00:00,DE,,1,mister-auto,Super superr,de,super superr,Counter()
Prompter Service!,5,2016-06-24 11:40:17+00:00,DE,,1,mister-auto,Prompter Service,de,prompter service,Counter({'Customer Service': 1})
Easy....................,5,2016-06-04 07:31:57+00:00,DE,,1,mister-auto,Easy,de,easy,Counter()
super!!!!!!!!!!!!!!!!!!,5,2016-04-28 17:59:13+00:00,DE,,1,mister-auto,super,de,super,Counter()
Super service,5,2016-04-22 16:39:13+00:00,CH,,1,mister-auto,Super service,de,super service,Counter({'Customer Service': 1})
War super 😀😀,5,2016-02-25 00:51:52.228000+00:00,DE,,1,mister-auto,War super ,de,super,Counter()
all ok...........,5,2016-02-08 10:07:08.030000+00:00,DE,,1,mister-auto,all ok,de,ok,Counter()
There was an issue on one item i ordered. I asked for an alternative and it was shipped at no extra charge.Prices are always good. Customer care always responsive.Highly recommend,5,2016-01-30 10:04:02.296000+00:00,DE,,1,mister-auto,There was an issue on one item i ordered I asked for an alternative and it was shipped at no extra chargePrices are always good Customer care always responsiveHighly recommend,de,issue one item ordered asked alternative shipped extra chargeprices always good customer care always responsivehighly recommend,Counter()
all ok.........,5,2015-12-15 15:00:11.387000+00:00,DE,,1,mister-auto,all ok,de,ok,Counter()
Super. Ales gut.,4,2015-10-28 21:29:02.789000+00:00,DE,,1,mister-auto,Super Ales gut,de,super ale gut,Counter()
Good service and price ! Will order again.,5,2015-10-13 12:19:26.501000+00:00,DE,,1,mister-auto,Good service and price  Will order again,de,good service price order,Counter({'Customer Service': 1})
Shipping price could be less on smaller items.Bring down shipping prices where possiable.,3,2015-10-01 07:44:08.755000+00:00,DE,,1,mister-auto,Shipping price could be less on smaller itemsBring down shipping prices where possiable,de,shipping price could less smaller itemsbring shipping price possiable,Counter()
WHERE IS MY ORDER?,1,2015-06-20 14:18:48.977000+00:00,DE,,0,mister-auto,WHERE IS MY ORDER,de,order,Counter()
"I bought a set of braking discs which arrived damaged due to poor packaging and protection. After a complaint, with the picture of the damaged part which was btw. literally a broken place on the edge...See more",1,2026-02-07 11:17:35+00:00,,,0,atp-autoteile,I bought a set of braking discs which arrived damaged due to poor packaging and protection After a complaint with the picture of the damaged part which was btw literally a broken place on the edgeSee more,de,bought set braking disc arrived damaged due poor packaging protection complaint picture damaged part btw literally broken place edgesee,Counter({'Damaged Product': 2})
"Shipping time a little long (order 28 Dec, received 16 Jan), but honestly announced and also due to the year end period peak of deliveries.
Annoying to see items removed from order (reimbursed!) and...See more",4,2026-01-17 11:21:04+00:00,,,0,atp-autoteile,Shipping time a little long order 28 Dec received 16 Jan but honestly announced and also due to the year end period peak of deliveries Annoying to see items removed from order reimbursed andSee more,de,shipping time little long order 28 dec received 16 jan honestly announced due year end period peak delivery annoying see item removed order reimbursed andsee,Counter()
"I purchased a Bosch battery for my vehicle, the order was shipped pretty quickly. Upon receiving the product it was a good shape and worked perfectly, I swapped the batteries and I'm very satisfied...See more",5,2023-11-10 15:42:13+00:00,,,0,atp-autoteile,I purchased a Bosch battery for my vehicle the order was shipped pretty quickly Upon receiving the product it was a good shape and worked perfectly I swapped the batteries and Im very satisfiedSee more,de,purchased bosch battery vehicle order shipped pretty quickly upon receiving product good shape worked perfectly swapped battery satisfiedsee,Counter()
"Have used ATP from Cyprus a few times now, Always an excellent service with good prices and quality merchandise. Parts always fitted our  litle Fiat 500 with no issues.",5,2023-07-27 12:55:40+00:00,,,0,atp-autoteile,Have used ATP from Cyprus a few times now Always an excellent service with good prices and quality merchandise Parts always fitted our litle Fiat 500 with no issues,de,used atp cyprus time always excellent service good price quality merchandise part always fitted litle fiat 500 issue,Counter({'Customer Service': 1})
"I bought a set of braking discs which arrived damaged due to poor packaging and protection. After a complaint, with the picture of the damaged part which was btw. literally a broken place on the edge of discs, they propose a 10€ discount with instructions that the discs are good to be installed. I returned the complete shipment.",1,2026-02-07 11:17:35+00:00,DE,,0,atp-autoteile,I bought a set of braking discs which arrived damaged due to poor packaging and protection After a complaint with the picture of the damaged part which was btw literally a broken place on the edge of discs they propose a 10 discount with instructions that the discs are good to be installed I returned the complete shipment,de,bought set braking disc arrived damaged due poor packaging protection complaint picture damaged part btw literally broken place edge disc propose 10 discount instruction disc good installed returned complete shipment,Counter({'Damaged Product': 2})
"Shipping time a little long (order 28 Dec, received 16 Jan), but honestly announced and also due to the year end period peak of deliveries.Annoying to see items removed from order (reimbursed!) and simply not shipped because of ""unavailability"".5 stars for price, mega competitive.",4,2026-01-17 11:21:04+00:00,IT,,0,atp-autoteile,Shipping time a little long order 28 Dec received 16 Jan but honestly announced and also due to the year end period peak of deliveriesAnnoying to see items removed from order reimbursed and simply not shipped because of unavailability5 stars for price mega competitive,de,shipping time little long order 28 dec received 16 jan honestly announced due year end period peak deliveriesannoying see item removed order reimbursed simply shipped unavailability5 star price mega competitive,Counter()
"do NOT buy from this website!first order went well.second order was canceled the day it was supposed to be delivered (they never shipped it).they then tried to justify it as my address was not valid for delivery (it was the same addres i used for the first order which went all good).They also did NOT refund the amount. I had to apply for the PayPal purchase protection service, and it was refuned only after PayPal's intervention.I then re-ordered the same items and shipped them to a different address, all went good.Another time, I bought a thing on ebay and I didn't realize it was this same shop. It had a different name, but I ended up discovering it was them again.This time, again, they canceled the order for the same reason.",1,2025-12-18 17:20:39+00:00,IT,,0,atp-autoteile,do NOT buy from this websitefirst order went wellsecond order was canceled the day it was supposed to be delivered they never shipped itthey then tried to justify it as my address was not valid for delivery it was the same addres i used for the first order which went all goodThey also did NOT refund the amount I had to apply for the PayPal purchase protection service and it was refuned only after PayPals interventionI then reordered the same items and shipped them to a different address all went goodAnother time I bought a thing on ebay and I didnt realize it was this same shop It had a different name but I ended up discovering it was them againThis time again they canceled the order for the same reason,de,buy websitefirst order went wellsecond order canceled day supposed delivered never shipped itthey tried justify address valid delivery addres used first order went goodthey refund amount apply paypal purchase protection service refuned paypals interventioni reordered item shipped different address went goodanother time bought thing ebay didnt realize shop different name ended discovering againthis time canceled order reason,"Counter({'Refund Issue': 1, 'Customer Service': 1})"
"Review: I ordered and paid for a branded replacement part [Brand ordered], but in the package I found a product from a cheap, unknown brand. It's unacceptable to pay for premium quality and receive a low-end product. Furthermore, the packaging was inadequate, and the part had scratches. I will file an official complaint and will not purchase.",1,2025-12-18 13:55:46+00:00,IT,,0,atp-autoteile,Review I ordered and paid for a branded replacement part Brand ordered but in the package I found a product from a cheap unknown brand Its unacceptable to pay for premium quality and receive a lowend product Furthermore the packaging was inadequate and the part had scratches I will file an official complaint and will not purchase,de,review ordered paid branded replacement part brand ordered package found product cheap unknown brand unacceptable pay premium quality receive lowend product furthermore packaging inadequate part scratch file official complaint purchase,Counter()
"All good,superfast delivery to sweden i’m happy and will continue to buy parts from ATP",5,2025-10-26 18:52:23+00:00,SE,,0,atp-autoteile,All goodsuperfast delivery to sweden im happy and will continue to buy parts from ATP,de,goodsuperfast delivery sweden happy continue buy part atp,Counter()
Customer care is second to none,5,2025-10-03 10:32:19+00:00,MT,,0,atp-autoteile,Customer care is second to none,de,customer care second none,Counter()
"Easy shopping. One week delivery to Denmark, all went well.I did not need the items immidiately, and could have waited, for it all to arrive at one time, saving freight.",5,2025-09-11 18:29:27+00:00,DK,,0,atp-autoteile,Easy shopping One week delivery to Denmark all went wellI did not need the items immidiately and could have waited for it all to arrive at one time saving freight,de,easy shopping one week delivery denmark went welli need item immidiately could waited arrive one time saving freight,Counter()
Good service right prices.,5,2025-09-09 11:13:19+00:00,SE,,0,atp-autoteile,Good service right prices,de,good service right price,Counter({'Customer Service': 1})
Excellent. Thanks 👍,5,2025-09-06 10:05:10+00:00,GB,,0,atp-autoteile,Excellent Thanks ,de,excellent thanks,Counter()
"Everything great, good prices, fast shipping. I only wish they stopped sending me reminders to rate them.",5,2025-08-02 10:25:54+00:00,HR,,0,atp-autoteile,Everything great good prices fast shipping I only wish they stopped sending me reminders to rate them,de,everything great good price fast shipping wish stopped sending reminder rate,Counter()
"Delivery was on time, and the parts ordered were ""Super""!",5,2025-07-18 22:23:56+00:00,DE,,0,atp-autoteile,Delivery was on time and the parts ordered were Super,de,delivery time part ordered super,Counter()
"Very correct, fast delivery, thank you",5,2025-07-12 11:59:29+00:00,GB,,0,atp-autoteile,Very correct fast delivery thank you,de,correct fast delivery thank,Counter()
Like always very fast delivery and good stuff!!!! Totally recommend,5,2025-05-17 15:33:04+00:00,CY,,0,atp-autoteile,Like always very fast delivery and good stuff Totally recommend,de,like always fast delivery good stuff totally recommend,Counter()
Quick delivery. Nice.,5,2025-05-17 10:15:49+00:00,SE,,0,atp-autoteile,Quick delivery Nice,de,quick delivery nice,Counter()
"FRAUD - BETRUG Even in Company-to-Company Relationshipsnever buy anything from this company BE WARNED . I bought, I paid, and so far I've never received the order or my money. A real company is quick to solve problems and contact the customer. Here I'm the only one who contacts them and I have to wait for them to reply when they do. The purchase made and payment transfer made on 3/2/2025 with confirmation of the parts, after paying the problems began, neither parts nor money. LIARS They only tell lies, first they didn't have a system and it would take some time for them to respond because they didn't know the status of the order. They said they couldn't send the parts until almost a month after paying, when they did they said the order had been cancelled for non-payment when payment had already been made in advance.  Communication with the customer who is a professional is ZERO, they don't care about anything or how much they project their customers Very bad service of the worst I have ever known in so many years in the automotive sector. Today 24/02/2025 I still don't know anything, if and when I'll get my money back. DISGRACEFUL!!!",1,2025-02-25 16:09:11+00:00,PT,,0,atp-autoteile,FRAUD  BETRUG Even in CompanytoCompany Relationshipsnever buy anything from this company BE WARNED  I bought I paid and so far Ive never received the order or my money A real company is quick to solve problems and contact the customer Here Im the only one who contacts them and I have to wait for them to reply when they do The purchase made and payment transfer made on 322025 with confirmation of the parts after paying the problems began neither parts nor money LIARS They only tell lies first they didnt have a system and it would take some time for them to respond because they didnt know the status of the order They said they couldnt send the parts until almost a month after paying when they did they said the order had been cancelled for nonpayment when payment had already been made in advance Communication with the customer who is a professional is ZERO they dont care about anything or how much they project their customers Very bad service of the worst I have ever known in so many years in the automotive sector Today 24022025 I still dont know anything if and when Ill get my money back DISGRACEFUL,de,fraud betrug even companytocompany relationshipsnever buy anything company warned bought paid far ive never received order money real company quick solve problem contact customer one contact wait reply purchase made payment transfer made 322025 confirmation part paying problem began neither part money liar tell lie first didnt system would take time respond didnt know status order said couldnt send part almost month paying said order cancelled nonpayment payment already made advance communication customer professional zero dont care anything much project customer bad service worst ever known many year automotive sector today 24022025 still dont know anything ill get money back disgraceful,"Counter({'Customer Service': 2, 'Refund Issue': 1})"
"very satisfied,can you please make it possible to change language on web site?annelin",5,2025-02-17 03:55:45+00:00,NO,,0,atp-autoteile,very satisfiedcan you please make it possible to change language on web siteannelin,de,satisfiedcan please make possible change language web siteannelin,Counter()
"I have ordered on 11.12.2024 and untill today the order was not even processed.Tried to call them, have been waiting 20 and 30 min in the call, NOBODY answers the phone.The worst handling I ever seen.They take the money and then nobody cares.",1,2024-12-16 17:11:12+00:00,DE,,0,atp-autoteile,I have ordered on 11122024 and untill today the order was not even processedTried to call them have been waiting 20 and 30 min in the call NOBODY answers the phoneThe worst handling I ever seenThey take the money and then nobody cares,de,ordered 11122024 untill today order even processedtried call waiting 20 30 min call nobody answer phonethe worst handling ever seenthey take money nobody care,Counter()
"The order was shipped very quick,",5,2024-12-15 11:13:01+00:00,DE,"Hello Mihai, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,The order was shipped very quick,de,order shipped quick,Counter()
"I bought a package of link arms for Mazda 6 steering. The package never arrived. They said it had. Tracking showed it had. But it hadn't. A few days later, UPS called me to say it had been delivered to 49 Leyton Rd., London, E15 1QH. NOT my address for Kent. I told UPS to return it to ATP, as I didn't want it. eBay (order number 15-11928-47395) would not refund me because tracking incorrectly showed it as delivered ti me (though as stated it went to E15 1QH). So I asked AMEX to raise a case with the company.UPS tracking shows the package is being returned to ATP, but they sent me a bill for the parts!!!!I have now received an invoice and a threat of legal action if I don't pay ATP.I did not receive the item from ATP.I will not pay the invoice to ATPI will wait for the UK court letter and see them in the small claims court. Then I will sue them.Complete and utter scam artists, and rude.",1,2024-11-29 01:08:28+00:00,GB,,0,atp-autoteile,I bought a package of link arms for Mazda 6 steering The package never arrived They said it had Tracking showed it had But it hadnt A few days later UPS called me to say it had been delivered to 49 Leyton Rd London E15 1QH NOT my address for Kent I told UPS to return it to ATP as I didnt want it eBay order number 151192847395 would not refund me because tracking incorrectly showed it as delivered ti me though as stated it went to E15 1QH So I asked AMEX to raise a case with the companyUPS tracking shows the package is being returned to ATP but they sent me a bill for the partsI have now received an invoice and a threat of legal action if I dont pay ATPI did not receive the item from ATPI will not pay the invoice to ATPI will wait for the UK court letter and see them in the small claims court Then I will sue themComplete and utter scam artists and rude,de,bought package link arm mazda 6 steering package never arrived said tracking showed hadnt day later ups called say delivered 49 leyton rd london e15 1qh address kent told ups return atp didnt want ebay order number 151192847395 would refund tracking incorrectly showed delivered ti though stated went e15 1qh asked amex raise case companyups tracking show package returned atp sent bill partsi received invoice threat legal action dont pay atpi receive item atpi pay invoice atpi wait uk court letter see small claim court sue themcomplete utter scam artist rude,Counter({'Refund Issue': 1})
"Very bad service and disappointed,I pay 155,88€ and package come damage oil was full leaking out of box , i missed my service center appointment and i report for damage claim no one reply and after 4 days 1 email we can only refund you. I will not recommend this company to anyone . Zero customer service,Ich habe 155,88 € bezahlt und das Paket wurde beschädigt, Öl lief aus der Verpackung, ich habe meinen Termin im Servicecenter verpasst und melde den Schadensanspruch, niemand antwortet und nach 4 Tagen 1 E-Mail können wir Ihnen nur das Geld zurückerstatten. Ich werde diese Firma niemandem empfehlen. Null Kundenservice,",1,2024-11-19 13:59:16+00:00,DE,,0,atp-autoteile,Very bad service and disappointedI pay 15588 and package come damage oil was full leaking out of box  i missed my service center appointment and i report for damage claim no one reply and after 4 days 1 email we can only refund you I will not recommend this company to anyone  Zero customer serviceIch habe 15588  bezahlt und das Paket wurde beschädigt Öl lief aus der Verpackung ich habe meinen Termin im Servicecenter verpasst und melde den Schadensanspruch niemand antwortet und nach 4 Tagen 1 EMail können wir Ihnen nur das Geld zurückerstatten Ich werde diese Firma niemandem empfehlen Null Kundenservice,de,bad service disappointedi pay 15588 package come damage oil full leaking box missed service center appointment report damage claim one reply 4 day 1 email refund recommend company anyone zero customer serviceich 15588 bezahlt paket wurde beschädigt öl lief verpackung termin servicecenter verpasst melde schadensanspruch niemand antwortet 4 tagen 1 email geld zurückerstatten firma niemandem empfehlen null kundenservice,"Counter({'Customer Service': 3, 'Damaged Product': 2, 'Refund Issue': 1})"
"Available products, good price, fast delivery.",5,2024-11-18 12:49:35+00:00,DE,"Hello, thanks for the review! We’re thrilled to hear you’re enjoying our services. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Available products good price fast delivery,de,available product good price fast delivery,Counter()
Reply from ATP Autoteile,5,2024-11-05 18:06:45+00:00,NL,"Hello Richard, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Reply from ATP Autoteile,de,reply atp autoteile,Counter()
