review_text,rating_svg,date,location,supplier_response,verified,company,review_text_clean,review_text_clean_advanced
"Fair prices, Fast delivery",5,2024-06-16 10:27:37+00:00,SE,"Hello Max, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Fair prices Fast delivery,fair price fast delivery
"A part was bought through their portal that should have been compatible with my vehicle, all verified through their website.The part is not compatible with my vehicle. The part was sent back to them for ""further inspection"" although there is little to inspect. The part is a working part but compatible with another engine year.Have not heard back from them for weeks after the part was received by them and a refund was requested. No answers to emails either.I will add this was an engine part, so the engine was taken apart twice because of their error.",1,2024-06-07 13:42:49+00:00,IT,,0,atp-autoteile,A part was bought through their portal that should have been compatible with my vehicle all verified through their websiteThe part is not compatible with my vehicle The part was sent back to them for further inspection although there is little to inspect The part is a working part but compatible with another engine yearHave not heard back from them for weeks after the part was received by them and a refund was requested No answers to emails eitherI will add this was an engine part so the engine was taken apart twice because of their error,part bought portal compatible vehicle verified websitethe part compatible vehicle part sent back inspection although little inspect part working part compatible another engine yearhave heard back week part received refund requested answer email eitheri add engine part engine taken apart twice error
"I ordered a steering damper from this website, and within a month, it completely broke. When I contacted customer service, they accused me of making a false claim and refused to replace or refund the item. This has been the worst customer service experience I've ever had with an auto parts company.",1,2024-05-15 21:06:58+00:00,FR,"Hello Nicolas, thank you for your feedback. We apologize for any inconvenience caused. Everything has already been explained to you by email. Best, Max / ATP Customer Service",0,atp-autoteile,I ordered a steering damper from this website and within a month it completely broke When I contacted customer service they accused me of making a false claim and refused to replace or refund the item This has been the worst customer service experience Ive ever had with an auto parts company,ordered steering damper website within month completely broke contacted customer service accused making false claim refused replace refund item worst customer service experience ive ever auto part company
Reply from ATP Autoteile,5,2024-05-15 05:56:00+00:00,BG,"Hallo Anton, tausend Dank für die 5 Sterne-Bewertung! Wir danken Dir für Deine Treue und würden uns sehr freuen, Dich noch viele weitere Jahre an unserer Seite zu haben! Beste Grüße Max / ATP-Kundenbetreuung",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
Easy ordering and fast delivery. Great!Great to find parts that are not easy available.,5,2024-05-10 10:12:20+00:00,SE,"Hello Ralph, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Easy ordering and fast delivery GreatGreat to find parts that are not easy available,easy ordering fast delivery greatgreat find part easy available
"Hello,didn't recieve item from the order and no body is answering about my issue.",1,2024-04-29 11:01:53+00:00,HR,"Hi Rude, thank you very much for your feedback. We apologize for any inconvenience caused. Please send your customer number and the document number to the following email address: hilfe@atp-autoteile.de. We will look into the matter as soon as we have received your customer data. Thank you very much! Best regards, Max / ATP Customer Service",0,atp-autoteile,Hellodidnt recieve item from the order and no body is answering about my issue,hellodidnt recieve item order body answering issue
"the only problem to object to is the rather long delivery time of the products, on the website they tell you that the delivery time is 3/5 delivery days from the payment of the products, slightly negative communication with the operator, otherwise excellent price/quality. Overall I am very pleased",4,2024-04-28 08:15:41+00:00,RO,"Hello dumitru, thank you for your feedback. We are pleased that you were overall satisfied with your order. As a customer-centric company, we strive to continually advance and optimize our processes. We are very grateful for constructive criticism and suggestions. These are incorporated into our considerations and are the driver for innovations and improvements. Thank you for supporting us in this! Best regards Max / ATP Customer Care",0,atp-autoteile,the only problem to object to is the rather long delivery time of the products on the website they tell you that the delivery time is 35 delivery days from the payment of the products slightly negative communication with the operator otherwise excellent pricequality Overall I am very pleased,problem object rather long delivery time product website tell delivery time 35 delivery day payment product slightly negative communication operator otherwise excellent pricequality overall pleased
Top!!!!! 5 Sterne!!,5,2024-04-16 07:58:18+00:00,DE,"Hallo, tausend Dank für die 5 Sterne-Bewertung! Wir danken Dir für Deine Treue und würden uns sehr freuen, Dich noch viele weitere Jahre an unserer Seite zu haben! Beste Grüße Max / ATP-Kundenbetreuung",0,atp-autoteile,Top 5 Sterne,top 5 sterne
The service I received was really fast and the presentation of the products was very good.And even the Price of the products was very good.All in all a very good reputation.Good job at all.,5,2024-03-23 13:59:57+00:00,DE,"Hi Karsten, thank you for taking the time to review us. We’re glad you enjoyed your experience with us. Kind regards, Max / ATP Customer Service",0,atp-autoteile,The service I received was really fast and the presentation of the products was very goodAnd even the Price of the products was very goodAll in all a very good reputationGood job at all,service received really fast presentation product goodand even price product goodall good reputationgood job
"contacted support straight after shiping and told me it was shipped already but no tracking or anything, just wanted to remove 2 items i pay and add 1 art number  40754603and wanted to add ATP-Artikel-Nr.: 31417285 but completely unhelpfulon order it say some items will be available for shipment Versand am 16. März so i see a big problem with directly saying to me something not possible to add or remove.very unhappy with the service provided",1,2024-03-12 13:08:39+00:00,HR,,0,atp-autoteile,contacted support straight after shiping and told me it was shipped already but no tracking or anything just wanted to remove 2 items i pay and add 1 art number 40754603and wanted to add ATPArtikelNr 31417285 but completely unhelpfulon order it say some items will be available for shipment Versand am 16 März so i see a big problem with directly saying to me something not possible to add or removevery unhappy with the service provided,contacted support straight shiping told shipped already tracking anything wanted remove 2 item pay add 1 art number 40754603and wanted add atpartikelnr 31417285 completely unhelpfulon order say item available shipment versand 16 märz see big problem directly saying something possible add removevery unhappy service provided
Good communication when I needed help and advice.,5,2024-03-08 16:33:45+00:00,IE,"Hello Denis, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Good communication when I needed help and advice,good communication needed help advice
Immerwieder gut. 👍,5,2024-01-10 11:07:02+00:00,DE,"Hallo Daniel, tausend Dank für die 5 Sterne-Bewertung! Wir danken Dir für Deine Treue und würden uns sehr freuen, Dich noch viele weitere Jahre an unserer Seite zu haben! Beste Grüße Max / ATP-Kundenbetreuung",0,atp-autoteile,Immerwieder gut ,immerwieder gut
"Totally delighted with the prices of the items i purchased, 100% customer service and most of all the quality of service and shipping to Ireland.",5,2023-12-27 10:24:46+00:00,IE,"Hello, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Totally delighted with the prices of the items i purchased 100 customer service and most of all the quality of service and shipping to Ireland,totally delighted price item purchased 100 customer service quality service shipping ireland
Reply from ATP Autoteile,5,2023-12-18 10:56:56+00:00,DE,"Hallo, tausend Dank für die 5 Sterne-Bewertung! Wir danken Dir für Deine Treue und würden uns sehr freuen, Dich noch viele weitere Jahre an unserer Seite zu haben! Beste Grüße Max / ATP-Kundenbetreuung",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
"Order 110-2312138750 from 13.11.2023 We have order 3 x 40579924 , but received only 2 sets! You said there was no problem... Yes may be for you is it not a problem to lost 81,42 €, but for us it is VERY BIG PROBLEM!  Also we wrote you about order from 19.09.2023 , we did not receive article 31469471 which is another 95,66 € . So until now we have lost 177.11 EURO FOR NON DELIVERED ITEMS FROM YOU!",1,2023-12-07 12:58:48+00:00,BG,"Hi, thank you very much for your feedback. We apologize for any inconvenience caused. Please send your customer number and the document number to the following email address: hilfe@atp-autoteile.de. We will look into the matter as soon as we have received your customer data. Thank you very much! Best regards, Max / ATP Customer Service",0,atp-autoteile,Order 1102312138750 from 13112023 We have order 3 x 40579924  but received only 2 sets You said there was no problem Yes may be for you is it not a problem to lost 8142  but for us it is VERY BIG PROBLEM Also we wrote you about order from 19092023  we did not receive article 31469471 which is another 9566   So until now we have lost 17711 EURO FOR NON DELIVERED ITEMS FROM YOU,order 1102312138750 13112023 order 3 x 40579924 received 2 set said problem yes may problem lost 8142 u big problem wrote order 19092023 receive article 31469471 another 9566 lost 17711 euro non delivered item
"I ordered a car part from them.The price was lower than with competitors, the order process was really easy, and the shipping was fast.I would order from them again.",5,2023-11-14 11:04:48+00:00,DE,"Hi Juan, thank you for taking the time to review us. We’re glad you enjoyed your experience with us. Kind regards, Max / ATP Customer Service",0,atp-autoteile,I ordered a car part from themThe price was lower than with competitors the order process was really easy and the shipping was fastI would order from them again,ordered car part themthe price lower competitor order process really easy shipping fasti would order
"I purchased a Bosch battery for my vehicle, the order was shipped pretty quickly. Upon receiving the product it was a good shape and worked perfectly, I swapped the batteries and I'm very satisfied with the new one!Only issue I encountered was the delivery method, they used DPD and they weren't able to enter the gated community so it took two attempts. Recommendation to company, use other delivery services, I wouldn't mind paying for the shipment knowing that there will be no issue.",5,2023-11-10 15:42:13+00:00,DE,"Hi Isaac, thank you for taking the time to review us. We’re glad you enjoyed your experience with us. Kind regards, Max / ATP Customer Service",0,atp-autoteile,I purchased a Bosch battery for my vehicle the order was shipped pretty quickly Upon receiving the product it was a good shape and worked perfectly I swapped the batteries and Im very satisfied with the new oneOnly issue I encountered was the delivery method they used DPD and they werent able to enter the gated community so it took two attempts Recommendation to company use other delivery services I wouldnt mind paying for the shipment knowing that there will be no issue,purchased bosch battery vehicle order shipped pretty quickly upon receiving product good shape worked perfectly swapped battery satisfied new oneonly issue encountered delivery method used dpd werent able enter gated community took two attempt recommendation company use delivery service wouldnt mind paying shipment knowing issue
My experience with your shop was excellent!But the experience with Thule easyfold xt2 trying to attach it on the tow ball was a nightmare 🥵,5,2023-11-07 11:13:36+00:00,GR,"Hi Dimitrios, thank you very much for getting in touch. Happy to be of service and all the best on the road. Kind regards, Max / ATP Customer Service",0,atp-autoteile,My experience with your shop was excellentBut the experience with Thule easyfold xt2 trying to attach it on the tow ball was a nightmare ,experience shop excellentbut experience thule easyfold xt2 trying attach tow ball nightmare
Perfect parts! Good prices! Fast delivery!,5,2023-11-03 11:08:04+00:00,SE,"Hello Niklas, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Perfect parts Good prices Fast delivery,perfect part good price fast delivery
"Good quality parts and pretty fast shipping. But packing is really bad, often packages comes broken and have happened parts are missing becuse of that.",4,2023-08-22 10:06:54+00:00,SE,"Hi Andreas, thank you for taking the time to review us. We’re glad you enjoyed your experience with us. Kind regards, Max / ATP Customer Service",0,atp-autoteile,Good quality parts and pretty fast shipping But packing is really bad often packages comes broken and have happened parts are missing becuse of that,good quality part pretty fast shipping packing really bad often package come broken happened part missing becuse
"Have used ATP from Cyprus a few times now, Always an excellent service with good prices and quality merchandise. Parts always fitted our  litle Fiat 500 with no issues.",5,2023-07-27 12:55:40+00:00,GB,"Hello Ray, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Have used ATP from Cyprus a few times now Always an excellent service with good prices and quality merchandise Parts always fitted our litle Fiat 500 with no issues,used atp cyprus time always excellent service good price quality merchandise part always fitted litle fiat 500 issue
Reply from ATP Autoteile,5,2023-06-14 15:27:38+00:00,DE,"Hallo Michael, wir freuen uns zu lesen, dass Du mit unseren Leistungen zufrieden bist! Wir würden Dich auch zukünftig sehr gerne in unserem Shop begrüßen, um Dir dabei helfen zu dürfen, Dein Auto in Schuss zu halten. Beste Grüße Max / ATP-Kundenbetreuung",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
Everything as expected.,5,2023-06-07 10:11:31+00:00,NL,"Hello Leon, thanks for the comment! We’re so happy to hear that you’re enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Everything as expected,everything expected
"Well , what can I say ? I expected far better service from a German company , than to just be ignored regarding a promised refund for a failed alternator....The height of bad manners and clearly hoping I will just ' Go away ' ....For those of you that have had good service , you're  very , very lucky ..",1,2023-03-21 00:24:40+00:00,GB,"Hi Hugh, we apologize for any inconvenience caused. Please send your customer number and the document number to the following email address: hilfe@atp-autoteile.de. We will look into the matter as soon as we have received your customer data. Thank you very much and kind regards, Max / ATP Customer Service",0,atp-autoteile,Well  what can I say  I expected far better service from a German company  than to just be ignored regarding a promised refund for a failed alternatorThe height of bad manners and clearly hoping I will just  Go away  For those of you that have had good service  youre very  very lucky ,well say expected far better service german company ignored regarding promised refund failed alternatorthe height bad manner clearly hoping go away good service youre lucky
"When package arrived one part was damaged, it took over 2 days to get an answer from them. After one week they finaly send me a new part. But When it arrive it was not a skf wheel bearing like that i have ordered in the first place, but a cheaper AIC bearing. So now 2 weeks later they want me to ship the wheel bearing back so i Can get the refund istead.",1,2023-03-11 12:11:57+00:00,DK,"Hi Henrik, we apologize for any inconvenience caused. Please send your customer number and the document number to the following email address: hilfe@atp-autoteile.de. We will look into the matter as soon as we have received your customer data. Thank you very much and kind regards, Max / ATP Customer Service",0,atp-autoteile,When package arrived one part was damaged it took over 2 days to get an answer from them After one week they finaly send me a new part But When it arrive it was not a skf wheel bearing like that i have ordered in the first place but a cheaper AIC bearing So now 2 weeks later they want me to ship the wheel bearing back so i Can get the refund istead,package arrived one part damaged took 2 day get answer one week finaly send new part arrive skf wheel bearing like ordered first place cheaper aic bearing 2 week later want ship wheel bearing back get refund istead
Reply from ATP Autoteile,5,2023-02-22 15:10:31+00:00,DE,"Hello Aksel, thanks for the comment! We're so happy to hear that you're enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
"Business transparency and honesty.Order was placed 7/12/2022, 3 items, all in stock. Each item got DHL individual shipping number 1/11 package arrived Monday 12/12/20222 remaining package Status today 22/12/2022+ ATP customer service should be honest and inform the truth.DHL Tracking Data:Thu, 22.12.2022, 2:18 am, Neumunster, GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination country/area.Wed, 21.12.2022, 00:18, GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination country/area.Tue, 20.12.2022, 00:05, Neumünster, GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination country/area.Mon, December 19, 2022, 1:40 am, GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination country/area.Thu, 15.12.2022, 04:44, Neumünster, GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination country/area.Thu, 08.12.2022, 21:21, GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination country/area.Wed, 12/07/2022, 10:01 amThe broadcast was announced electronically. As soon as the shipment has been processed by us, you will receive further information.Should I cancel the order?",1,2022-12-22 11:37:27+00:00,DK,,0,atp-autoteile,Business transparency and honestyOrder was placed 7122022 3 items all in stock Each item got DHL individual shipping number 111 package arrived Monday 121220222 remaining package Status today 22122022 ATP customer service should be honest and inform the truthDHL Tracking DataThu 22122022 218 am Neumunster GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination countryareaWed 21122022 0018 GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination countryareaTue 20122022 0005 Neumünster GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination countryareaMon December 19 2022 140 am GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination countryareaThu 15122022 0444 Neumünster GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination countryareaThu 08122022 2121 GermanyThe international shipment has been handed over to DHL and is being prepared for onward transport to the destination countryareaWed 12072022 1001 amThe broadcast was announced electronically As soon as the shipment has been processed by us you will receive further informationShould I cancel the order,business transparency honestyorder placed 7122022 3 item stock item got dhl individual shipping number 111 package arrived monday 121220222 remaining package status today 22122022 atp customer service honest inform truthdhl tracking datathu 22122022 218 neumunster germanythe international shipment handed dhl prepared onward transport destination countryareawed 21122022 0018 germanythe international shipment handed dhl prepared onward transport destination countryareatue 20122022 0005 neumünster germanythe international shipment handed dhl prepared onward transport destination countryareamon december 19 2022 140 germanythe international shipment handed dhl prepared onward transport destination countryareathu 15122022 0444 neumünster germanythe international shipment handed dhl prepared onward transport destination countryareathu 08122022 2121 germanythe international shipment handed dhl prepared onward transport destination countryareawed 12072022 1001 amthe broadcast announced electronically soon shipment processed u receive informationshould cancel order
Fast delivery to Bulgaria. Everything is OK.,5,2022-11-29 15:08:34+00:00,BG,"Hello Stefan, thanks for the comment! We're so happy to hear that you're enjoying your ATP experience. Best wishes, Walter / ATP Customer Service",0,atp-autoteile,Fast delivery to Bulgaria Everything is OK,fast delivery bulgaria everything ok
"I ordered two new rear driveshafts for my 2005 BMW X5 e53, 3.0D. The ATP Autoteile website was the only one that made a clear distinction between the driveshafts for the manual version and/or the automatic/steptronic version of the BMW e53 (there is a small difference in lenght of the driveshafts).  The products ordered where exactly as described on the website, dispatch was fast and efficient and delivery flawless.  Deutsche Gründlichkeit and Deutsche Pünktlichkeit all the way through.  Five stars well deserved and seller hightly recommended.",5,2022-11-22 17:01:14+00:00,CY,"Hello Bruno, thanks for the comment! We're so happy to hear that you're enjoying your ATP experience. Best wishes, Walter / ATP Customer Service",0,atp-autoteile,I ordered two new rear driveshafts for my 2005 BMW X5 e53 30D The ATP Autoteile website was the only one that made a clear distinction between the driveshafts for the manual version andor the automaticsteptronic version of the BMW e53 there is a small difference in lenght of the driveshafts The products ordered where exactly as described on the website dispatch was fast and efficient and delivery flawless Deutsche Gründlichkeit and Deutsche Pünktlichkeit all the way through Five stars well deserved and seller hightly recommended,ordered two new rear driveshaft 2005 bmw x5 e53 30d atp autoteile website one made clear distinction driveshaft manual version andor automaticsteptronic version bmw e53 small difference lenght driveshaft product ordered exactly described website dispatch fast efficient delivery flawless deutsche gründlichkeit deutsche pünktlichkeit way five star well deserved seller hightly recommended
"Great communication over e-mail, VIN check so the parts fit the vehicle, quick delivery.",5,2022-11-08 13:12:29+00:00,SI,"Hello, thanks for the review! We're thrilled to hear you're enjoying our services. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Great communication over email VIN check so the parts fit the vehicle quick delivery,great communication email vin check part fit vehicle quick delivery
Empty box arrived by ups today 9th/8/2022 2nd attempt purchased from ATP even driver said its very light 2 suspension torsion bars were ordered. Package said 5kg weight.so we have not opened it and weighed it.Scam always pay with PayPal as i did. Other unfortunate people who haven't report them,1,2022-08-09 17:30:20+00:00,GB,"Hello stevens, thank you for rating us. We are sorry that there were problems with your order. Because we want to provide comprehensive customer service at all times, we will take care of your case immediately. A responsible clerk will contact you as soon as possible. Please send us your customer and receipt number to hilfe@atp-autoteile.de. We apologize for the inconvenience. Best regards, Max / ATP Customer Care",0,atp-autoteile,Empty box arrived by ups today 9th82022 2nd attempt purchased from ATP even driver said its very light 2 suspension torsion bars were ordered Package said 5kg weightso we have not opened it and weighed itScam always pay with PayPal as i did Other unfortunate people who havent report them,empty box arrived ups today 9th82022 2nd attempt purchased atp even driver said light 2 suspension torsion bar ordered package said 5kg weightso opened weighed itscam always pay paypal unfortunate people havent report
"You cannot communicate with them. I'd like to know more about my order, which is not shipped yet and want info regarding when it will be shipped. Nobody will answer the phone or mail you back. I've sent multiple mails and tried calling multiple times where nobody picks up the phone (I waited long on the phone, 15+ minutes, you only hear an annoying song and the same reference to their e-mail). My worst experience with a webshop, don't recommend.",1,2022-06-22 12:08:12+00:00,NL,"Hello Alex, thank you for your review. A late delivery should not be a matter of course, we would like to apologize for this inconvenience. Orders received by us are processed immediately and should be delivered within the period we have promised. Unfortunately, due to high demand for one or more items, in rare cases there may be a brief delay in delivery. The order has been sent to you in the meantime. We have sent you further information on this separately to your private e-mail address. Best regards, Max / ATP Customer Care",0,atp-autoteile,You cannot communicate with them Id like to know more about my order which is not shipped yet and want info regarding when it will be shipped Nobody will answer the phone or mail you back Ive sent multiple mails and tried calling multiple times where nobody picks up the phone I waited long on the phone 15 minutes you only hear an annoying song and the same reference to their email My worst experience with a webshop dont recommend,cannot communicate id like know order shipped yet want info regarding shipped nobody answer phone mail back ive sent multiple mail tried calling multiple time nobody pick phone waited long phone 15 minute hear annoying song reference email worst experience webshop dont recommend
Reply from ATP Autoteile,5,2022-06-06 21:14:17+00:00,DK,"Hallo Aleksander, wir freuen uns zu lesen, dass du mit unseren Leistungen zufrieden bist. Wir hoffen dir auch in Zukunft dabei behilflich sein zu dürfen, dein Auto stets in Schuss zu halten. Viele Grüße, Max / ATP-Kundenbetreuung",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
With this order I was absolutely NOT happy. Part which costed me 240 euros you packed only in a thin foil so when it arrived by me it had so many scratches... had to invest time and more money to fix it.... if I buy new part then I dont expect to invest more time and money to repair it....very dissapointing and honestly I will think twice before i buy something by you again.,1,2022-05-20 17:29:23+00:00,DE,"Hi, thanks for your comment. We're sorry to hear about your experience. Would you mind emailing hilfe@atp-autoteile.de with a full report on your experience and we'll look into this. Kind regards, Mario / ATP Customer Service",0,atp-autoteile,With this order I was absolutely NOT happy Part which costed me 240 euros you packed only in a thin foil so when it arrived by me it had so many scratches had to invest time and more money to fix it if I buy new part then I dont expect to invest more time and money to repair itvery dissapointing and honestly I will think twice before i buy something by you again,order absolutely happy part costed 240 euro packed thin foil arrived many scratch invest time money fix buy new part dont expect invest time money repair itvery dissapointing honestly think twice buy something
Comprehensive range available from stock or order. Delivery was fast and well packed. Online order was clear and simple. Price was unbeatable. Recommended,5,2022-02-09 16:32:00+00:00,GB,"Hello, thanks for the comment! We're so happy to hear that you're enjoying your ATP experience. Best wishes, Max / ATP Customer Service",0,atp-autoteile,Comprehensive range available from stock or order Delivery was fast and well packed Online order was clear and simple Price was unbeatable Recommended,comprehensive range available stock order delivery fast well packed online order clear simple price unbeatable recommended
"Quality products competitive pricing, very fast delivery . Thanks!",5,2021-10-18 18:22:07+00:00,DE,"Hello Klaus, thanks for the comment! We're so happy to hear that you're enjoying your ATP experience. Best wishes, Max/ ATP Customer Service",0,atp-autoteile,Quality products competitive pricing very fast delivery  Thanks,quality product competitive pricing fast delivery thanks
"Horrible experience with this online shop, would recommend everybody to stay far away from them. They have no idea what they are doing.Ordered car parts 2 months ago and I still did not get my order or all my money back.Somehow they decided to split my order into 6 packages and not to put any documentation with the packages. As a seller with international shipping, they should know that the receipt has to follow with the package. Even when I asked them to send me 6 receipts for 6 packages per email, they did not know how to do that. Without the proper documentation, the packages could not be imported and I could not pick them up. Had to wait until everything has been returned to seller and then they decide to refund me. But not in a single payment as I paid them. Till now I received 6 payments back and they still owe me around 15% (~110€) of what I paid them. Customer service takes couple days to reply to each emailI will not stop just on this review.YOU SHOULD NOT TAKE MONEY FROM PEOPLE IF YOU DON'T KNOW HOW TO DO YOUR JOB",1,2021-08-27 05:03:35+00:00,NO,"Hello Acid Rain, thanks for taking the time to review us. We’re sorry to hear about your experience. We’d love to speak to you in more detail about this. Could you please email hilfe@atp-autoteile.de? Kind regards, Mario / ATP Customer Service",0,atp-autoteile,Horrible experience with this online shop would recommend everybody to stay far away from them They have no idea what they are doingOrdered car parts 2 months ago and I still did not get my order or all my money backSomehow they decided to split my order into 6 packages and not to put any documentation with the packages As a seller with international shipping they should know that the receipt has to follow with the package Even when I asked them to send me 6 receipts for 6 packages per email they did not know how to do that Without the proper documentation the packages could not be imported and I could not pick them up Had to wait until everything has been returned to seller and then they decide to refund me But not in a single payment as I paid them Till now I received 6 payments back and they still owe me around 15 110 of what I paid them Customer service takes couple days to reply to each emailI will not stop just on this reviewYOU SHOULD NOT TAKE MONEY FROM PEOPLE IF YOU DONT KNOW HOW TO DO YOUR JOB,horrible experience online shop would recommend everybody stay far away idea doingordered car part 2 month ago still get order money backsomehow decided split order 6 package put documentation package seller international shipping know receipt follow package even asked send 6 receipt 6 package per email know without proper documentation package could imported could pick wait everything returned seller decide refund single payment paid till received 6 payment back still owe around 15 110 paid customer service take couple day reply emaili stop reviewyou take money people dont know job
"Purchased goods worth £350 after chasing, item has not been despatched. Despite the prompt payment, the seller said that it was not received. Escalated to eBay which confirmed everything is paid for. I've sent proof of purchase and they came back saying that will cancel the order due to UK import tax. Now telling me that I need to wait for my refund for two weeks as the case against was open on eBay and Paypal. true is the case will be closed once refund gets issued.EDIT after reply :Received on 23 June. ""Dear customer,thank you for the message.We have checked the information and can confirm that we have cancelled your order.The amount will automatically be transferred back to your account using the same payment method.""How on earth I would trust you again and freeze more cash. Order still not cancelled on eBay after nearly two weeks of receiving the above message. Please don't play with me like a dumb. You did also ignore PayPal Resolution Centre request to provide more information what's going on. You could resolve the matter in minutes responding in the resolution centre that you are happy to issue the refund however you preferred to complicate things... another reason for others to stay away.",1,2021-07-05 10:05:18+00:00,GB,"Hello Bartosz, thank you for your feedback and the fast answer. Unfortunately we were not able to deliver your order, because it is over the customs limit of 135,00 GBP. My colleagues told you, you should split your order in a few smaller orders, but you didn´t do this. The money transfer will take place over ebay, where you have opened a payment dispute, which is actually in the decision at ebay. After the decision is made through ebay, you will receive your money immediately. Please apologize the inconveniences. Kind regards, Mario / ATP Customer Service",0,atp-autoteile,Purchased goods worth 350 after chasing item has not been despatched Despite the prompt payment the seller said that it was not received Escalated to eBay which confirmed everything is paid for Ive sent proof of purchase and they came back saying that will cancel the order due to UK import tax Now telling me that I need to wait for my refund for two weeks as the case against was open on eBay and Paypal true is the case will be closed once refund gets issuedEDIT after reply Received on 23 June Dear customerthank you for the messageWe have checked the information and can confirm that we have cancelled your orderThe amount will automatically be transferred back to your account using the same payment methodHow on earth I would trust you again and freeze more cash Order still not cancelled on eBay after nearly two weeks of receiving the above message Please dont play with me like a dumb You did also ignore PayPal Resolution Centre request to provide more information whats going on You could resolve the matter in minutes responding in the resolution centre that you are happy to issue the refund however you preferred to complicate things another reason for others to stay away,purchased good worth 350 chasing item despatched despite prompt payment seller said received escalated ebay confirmed everything paid ive sent proof purchase came back saying cancel order due uk import tax telling need wait refund two week case open ebay paypal true case closed refund get issuededit reply received 23 june dear customerthank messagewe checked information confirm cancelled orderthe amount automatically transferred back account using payment methodhow earth would trust freeze cash order still cancelled ebay nearly two week receiving message please dont play like dumb ignore paypal resolution centre request provide information whats going could resolve matter minute responding resolution centre happy issue refund however preferred complicate thing another reason others stay away
I’ve bought numerous parts for my ongoing Mk2 Astra / Opel Kadett van restoration from ATP and find the service is better than you can get from retailers in Britain.Super prices and fast shipping. It’s the first place I look for anything I need.,5,2021-06-09 05:01:17+00:00,GB,"Hello Mr McNeice, we are happy to read that you are satisfied with our services. We hope to be able to help you in the future to keep your car in good shape at all times. Kind regards, Mario / ATP Customer Support",0,atp-autoteile,Ive bought numerous parts for my ongoing Mk2 Astra  Opel Kadett van restoration from ATP and find the service is better than you can get from retailers in BritainSuper prices and fast shipping Its the first place I look for anything I need,ive bought numerous part ongoing mk2 astra opel kadett van restoration atp find service better get retailer britainsuper price fast shipping first place look anything need
"Best price, fast shipping and good quality. Thanks.",5,2020-10-19 17:32:46+00:00,DE,"Hi Aurelia, thank you for taking the time to review us. We’re glad you enjoyed your experience with us. Kind regards, Mario / ATP Customer Service",0,atp-autoteile,Best price fast shipping and good quality Thanks,best price fast shipping good quality thanks
Reply from ATP Autoteile,5,2020-08-07 07:04:30+00:00,DE,"Hallo Jasmin, wir danken dir für deine freundliche Bewertung. Da uns die Zufriedenheit unserer Kunden besonders am Herzen liegt, freuen wir uns, dass wir dich mit unseren Produkten begeistern konnten. Wir hoffen, dass wir dich auch weiterhin als Kunde/Kundin bei uns begrüßen dürfen. Viele Grüße, Mario / ATP-Kundenbetreuung",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
Reply from ATP Autoteile,5,2020-06-29 10:10:00+00:00,DE,"Hallo Nikolaj, wir sagen herzlichen Dank für das tolle Feedback. Das bestärkt uns darin, jeden Tag noch härter zu arbeiten, um unsere Leistungen stetig zu verbessern. Viele Grüße, Mario / ATP-Kundenbetreuung",0,atp-autoteile,Reply from ATP Autoteile,reply atp autoteile
